,238404372821,137237435722
32,"{'name': 'Везучий Случай', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/41409/CQucyTPwMJPDvD8tr8qxrcPICS8-1569784644/islands-68', 'date': 1647249995.602, 'text': 'Просто отвратительный банк. Всей душой ненавижу. Если бы моя организация не сделала бы зарплатные карты этого банка, вообще бы ни ногой туда!!! Очереди минимум на час каждый раз. С маленьким ребенком приходила много раз и каждый раз минимум час сидели с ним в изнеможении уже. Сегодня пришла получить карту, просидела опять час с ребенком рыдающим на руках. И кредиты оформляют и вклады и карты получают и все в одной очереди. Ну как нельзя разделить очереди на все эти операции? Ведь взять кредит и решить вопросы со вкладами дело долгое, а карту получить 5 минут! Просто НЕНАВИЖУ это отделение!', 'stars': 1}","{'name': 'Гуднева Вероника', 'icon_href': None, 'date': 1632402273.491, 'text': 'Самое ужасное отделение, в операционном зале работают сонные мухи, а не банковские служащие. Куда смотрит руководство отделения и почему клиенты банка должны отстаивать очередь, выплачивая данному банку проценты и комиссии. Безобразие полнейшее. Данное отделение не соответсвует имени банка ВТБ и сотрудники- операционист никакие, не правильно и профессионально проконсультировать клиентов.', 'stars': 1}"
33,"{'name': 'Кирилл В.', 'icon_href': None, 'date': 1686370144.811, 'text': 'Отвратительное обслуживание.\nХамство персонала.\nПолная неорганизованность', 'stars': 1}","{'name': 'Сергей Кузьмин', 'icon_href': None, 'date': 1645173486.427, 'text': 'Хамское отношения сотрудников банка к клиентам,общения сотрудников с клиентами на ты и грубо как будто не клиент перед тем ими а их сожитель или старый друг алкоголик и также дают неправильную информацию по вопросам клиентов.я больше в этот филиал не хожу и всем не советую', 'stars': 1}"
34,"{'name': 'Ольга Борисова', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/45566/ZpDBSNCo8aVKk5MluGCLVunEuu4-1/islands-68', 'date': 1677595851.588, 'text': 'Обращалась в банк с тем что поменяли паспортные данные.данные изменили просила чтобы сразу реквизиты были по новой фамилии так и не сделали', 'stars': 3}","{'name': 'Валентин Приступа', 'icon_href': None, 'date': 1593067005.292, 'text': 'Отличное отделение. Очень удобно расположено. Парковку можно найти во дворах, не проблема. Порадовал коллектив, доброжелательно и профессионально решили все мои вопросы. Приятно удивлен.', 'stars': 5}"
35,"{'name': 'Ольга Носова', 'icon_href': None, 'date': 1653095349.96, 'text': 'Это как- единственный ВТБ на весь город и не работает по выходным??!!!\nА для кого он тогда?!\nБольшинство людей работает в часы работы банка.\nИ кроме как на такси к нему не добраться.\nОчень жаль, что закрылся Возрождение.\nТам больше думали о клиентах.', 'stars': 1}","{'name': 'Артур М.', 'icon_href': None, 'date': 1610611046.942, 'text': 'Самое адекватное отделение банка. Грамотные, Профессионалы своего дела. Обладают Высоким умом, нереальным спокойствием к неспокойным Профессиональным Бабушкам Очередникам с Большими сбережениями. Молодцы.', 'stars': 5}"
36,"{'name': 'Олег Булаткин', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/69015/enc-ea6a21d5aff939f2b876b9b9b64a8c0728ea27a571dad508b1302a20206867ee/islands-68', 'date': 1655651130.196, 'text': 'Хорошее отделение, приветливые сотрудники.Все вопросы были решены при обращениях. Хороших клиентов,а так же становитесь лучше для нас Клиентов, мы будем рады!', 'stars': 5}","{'name': 'Sergey Sevostyanov', 'icon_href': None, 'date': 1679320329.724, 'text': 'Хорошие сотрудники, но офис бестолковый, планировка ужасная', 'stars': 4}"
37,"{'name': 'Андрей Запорожец', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/27232/3CYDGxjqLyn1rE1FPfkcdBItY-1/islands-68', 'date': 1693540788.826, 'text': 'Быстро работают. Все окна принимают. Супер', 'stars': 5}","{'name': 'Inna P.', 'icon_href': None, 'date': 1673196048.237, 'text': 'Когда я там была, очень медленно работали операторы, банкоматы устаревшие.', 'stars': 3}"
38,"{'name': 'сергей дмитриев', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/24700/enc-d26b87b4032f9786bb9bb1a1389c1ab6ab0efb114d01455b16146e2de4bc86f6/islands-68', 'date': 1694313465.849, 'text': 'Есть небольшие очереди\nРаботают быстро', 'stars': 5}","{'name': 'Nik', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/38135/WY4KjTVpI7jj6RdY4v1jZGSemMA-1/islands-68', 'date': 1618819535.94, 'text': 'В банкоматах ,а их там целых - 3 шт.,не работает считывание QR кода,и персонал спокойны,на замечание,предложение отвечают:Мы за это оборудование ,т.е. банкоматы, ответственности не несём - это разве нормально??? Крупный банк ""падает в глазах"" из-за таких сотрудников,и управляющего этим отделением! Куда смотрит руководство,хотя "" Какой поп,такой и приход""', 'stars': 1}"
39,"{'name': 'дмитрий ф.', 'icon_href': None, 'date': 1646395837.517, 'text': 'Морозова нет слов ее назвать. Загрузила мои деньги в пенсионный фонд, 2 года не могу их снять иначе 20%теряю. Ничего об этом из ее уст не слышал при оформлении вклада. Очень жалко что такие соотрудники ради премии портят жизнь вашим клиентам. Вообще все представлялось как вклад""личный пенсионный"". Я был в шоке когда пришел закрыть вклад, а мне говорят что это нпф, и вы получите только 80%. 🤬', 'stars': 1}","{'name': 'Андрей Зиновьев', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/51169/uKFQRxJkiaVmrazi9B8ESUTipI-1/islands-68', 'date': 1598869494.203, 'text': 'Удобно расположенное отделение ВТБ, но у него один недостаток. Очень маленькое и в нём постоянно много клиентов. Очередь идёт очень медленно. Я подозреваю, что это отделение постоянно обучает стажёров, которые не могут быстро работать. Видно, что многие работники дублируют свои действия с более опытными коллегами. Дважды пытался достояться в очереди и дважды уходил несолоно хлебавши.', 'stars': 5}"
40,"{'name': 'Лариса Зверева', 'icon_href': None, 'date': 1696317124.703, 'text': 'Персонал вежливый, но очень долго сидишь в очереди.', 'stars': 4}","{'name': 'Алекс А.', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/30955/tm0fBn0dkYCuUwim1mUkCO7Ttg-1/islands-68', 'date': 1639231291.721, 'text': 'Что-то странное происходит с этим отделением. То у них 10 человек сотрудников, то двое. Конечно два сотрудника никак не успеют всех обслужить, это нереально! Я думаю тут проблема в руководителях, ответственных за это отделение. С этим отделением всегда какие-то проблемы. И раньше тоже были проблемы. Как-то раз я тут провел в очереди полтора часа, я думал мне просто не повезло, но на другой раз - провел в ожидании 55 минут. Люди там звереют в очереди, ну ещё бы. Я думаю проблема не в сотрудниках, а в руководителях, ответственных за это отделение.', 'stars': 3}"
41,"{'name': 'Мария Берникова', 'icon_href': None, 'date': 1676112840.527, 'text': 'Обслуживание отличное, девочки сильные !!! Отношение к клиентом отзывчивое!', 'stars': 5}","{'name': 'Елена', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/31804/AuHHXVF767C3oqs22HlFwHXczo-1/islands-68', 'date': 1664994028.029, 'text': 'К сожалению, была три раза и всегда очередь от 10 до 20 мин. Может мне просто не везет.', 'stars': 4}"
42,"{'name': 'Александр Т', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/54535/2JAfIBubbymgbTkYs0Iy5sY16w-1/islands-68', 'date': 1688997044.313, 'text': 'Лучшие персонал, хорошая атмосфера .', 'stars': 5}","{'name': 'Антон Лебединский.', 'icon_href': None, 'date': 1669043495.817, 'text': 'Хорошие специалисты, быстро помогают.', 'stars': 5}"
43,"{'name': 'Анатолий Панкрашен', 'icon_href': None, 'date': 1666450005.275, 'text': '5+очень удобно расположен банк никогда нет очередей сколько раз туда не приходил всегда быстро уходил', 'stars': 5}","{'name': 'ДВ', 'icon_href': None, 'date': 1673369905.917, 'text': 'Самый плохой банк. Как корпоративный, так и для физлиц.', 'stars': 1}"
44,"{'name': 'Алексей Томилов', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/20706/enc-13c673613f39b173d897a43ea4e3d82a874d4fb0b869923f5ac9fd247e8a816c/islands-68', 'date': 1695480982.658, 'text': 'Единственное отделение. \nНе работала электронная очередь.', 'stars': 5}","{'name': 'rossiaroman', 'icon_href': None, 'date': 1675429701.912, 'text': 'Пользовался, делал операции очереди не было ни разу', 'stars': 5}"
45,"{'name': 'Анна', 'icon_href': None, 'date': 1664430732.683, 'text': 'Благодарю за внимательность, квалифицированную консультацию и оказание услуг сотрудников банка Ниталян В.К и Фомину В.В.', 'stars': 5}","{'name': 'Евгений Рошаль', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/39460/5ShUAjXE2p8jIbG0MxCeKLIhMRk-1/islands-68', 'date': 1580464249.341, 'text': 'Прекрасно расположен (близость метро-капитальное строение-1этаж). Близкая перспектива получить опцию ""привилегия"". Отсутствие очереди-доброжелательный компетентный персонал-располагающая обстановка.', 'stars': 5}"
46,"{'name': 'Ольга Иванова', 'icon_href': None, 'date': 1573535608.438, 'text': 'Обращались много раз в этот банк. Вежливый персонал . Нам очень нравиться . твердая пятерка.Особая благодарность консультанту- Ольге. Изумительная девушка , все доступно обьяснит,быстро оформит документы и вообще красавица.Очереди везде , карты втюхивают - это указания с верху. В магазине вам втюхивают не только карты.Считаю самым надежным банком в наше трудное время.', 'stars': 5}","{'name': 'Виктор', 'icon_href': None, 'date': 1652452055.467, 'text': 'Записался онлайн. Пришел, куча народу, записи не нашли. Но приняли без очереди. За это спаси6о.', 'stars': 4}"
47,"{'name': 'Инкогнито 2878', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/25358/d3hJCH0bq2A5aOHUyNw0zjoITqY-1/islands-68', 'date': 1684316761.972, 'text': 'Средние обслуживание всё очень долго', 'stars': 3}","{'name': 'Evgeny EFIMOV', 'icon_href': None, 'date': 1657205101.986, 'text': 'Обслуживание быстрое. Тесновато немного.', 'stars': 5}"
48,"{'name': 'Яна Рвач', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/15298/enc-082cb987bfbd011af92068ba557804c801a2ec99d909418c1a6372432126425a/islands-68', 'date': 1641266075.718, 'text': 'Обслуживание уровня СССР когда были сберкассы и очередь в километр. Сотрудники могут просто сидеть но следующего по очереди не звать в общем своей очереди я так и не дождалась и карту так и не получила. Отвратительное обслуживание', 'stars': 3}","{'name': 'Ж', 'icon_href': None, 'date': 1591395175.066, 'text': 'Расположение удобное - рядом с метро и автобусными остановками. С другой стороны - на своей машине припарковаться рядом не получится и часто очередь к банкоматам аж на улице, не удобно в дождь. Для банкоматов отвели тамбур, а не отдельное помещение.', 'stars': 4}"
49,"{'name': 'Электроцех Фаза', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/50595/gSg5cbCckQCktm0LudICLLXrU-1/islands-68', 'date': 1681116840.835, 'text': 'Большое спасибо сотрудникам🤝 всё прошло хорошо👍', 'stars': 5}","{'name': 'everyone', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/42215/5JfFc6e7YcXGKYfO5FnmnNMlUWU-1571248930/islands-68', 'date': 1629968973.348, 'text': 'К сожалению, сотрудники мало, что знают и понимают. Например, про Sequre (почему не проходит в МИР) мне так никто и не смог объяснить....Потом уже сам разабрался.......', 'stars': 2}"
50,"{'name': 'Мираздрав Кооператив', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/40138/M7FANjy93OC68KQZXSZPr49ED5c-1/islands-68', 'date': 1675832946.89, 'text': 'Без моего ведома незаконно сняли все деньги с моего счёта. Без предупреждения. Воровство. По другому не назвать', 'stars': 1}","{'name': 'Լիանա Մ.', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/33202/5lGYVDjhkwd2A648Qkd0g5CS6k-1568881383/islands-68', 'date': 1593073320.001, 'text': 'Отделение в удобном расположении, что не может не радовать \nСотрудники все компетентны, и отзывчивы, все банкоматы рабочие, так же предоставлена оплата по CR коду. Обслуживаюсь здесь достаточно давно, редко бывают мёртвые очереди. Сотрудники справляются)', 'stars': 5}"
51,"{'name': 'Lomberc M.', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/51381/03aclCqY6jlL5h5YTOwbqzayV0-1/islands-68', 'date': 1633172491.766, 'text': 'Пришел в банк,на лиське бфло написано перед вами 5 человек,хотя на самом деле прошло 11 человек,попросил разобраться почему пароль от личного кабинета не приходит,ничего вразумительного не ответили,пароли стали приходить,но когда нужно мне бфло зайти через сайт в личный кабинет пишет что вы сменили телефон и нужно опять идти в офис,пытался дозвониться до оператора,каждую минуту в течении 30 минут говорит ожидание более 15 минут,ненадежный и сомнительный банк.', 'stars': 1}","{'name': 'Елизавета О.', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/21493/enc-fd9377c5de0f83844b3f33e964e28064ea4164df66245418d988e4a39b5f57f2/islands-68', 'date': 1637562514.845, 'text': 'Не очень вежливые и доброжелательные сотрудницы. Неудобный вход с улицы (для маломобильных граждан).', 'stars': 3}"
52,"{'name': 'Олег С.', 'icon_href': None, 'date': 1645250229.476, 'text': 'В центральном офисе Волгограда. Закрыл счёт, но через 10 лет всплыло что счёт не закрыт. Пришел в банк очередь 20 человек просидел час прошло 8 человек, работники обслуживают медленно, постоянно бегают консультируются. Вообщем кантора ещё та. Никогда бы не обратился в этот банк.', 'stars': 1}","{'name': 'Алексей Ч.', 'icon_href': None, 'date': 1606276056.478, 'text': 'Выражаю Благодарность сотрудникам банка работающим в нём 24.11.2020 вечером,отличные сотрудники,хорошая слаженная работа,мне очень понравилось!вступал в наследство,работа сотрудников 10 из 10 баллов!спасибо!!!', 'stars': 5}"
53,"{'name': 'Alex Arkhipencov', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/60687/jH2cVtNcb3kBAiWC44ZrbONl9o-1/islands-68', 'date': 1662374212.599, 'text': 'Полный бардак и беспредел, электронная очередь не работает, в живой очереди более 15 человек, сотрудники работают медленно.', 'stars': 1}","{'name': 'эдуард', 'icon_href': None, 'date': 1593068423.44, 'text': 'Отличное отделение! Коллектив супер, вежливые помогли быстро решить вопрос не смотря на то что офис не обслуживает клиентов! Браво побольше бы таких сотрудников!!!', 'stars': 5}"
54,"{'name': 'Гермине Еганян', 'icon_href': None, 'date': 1690710196.541, 'text': 'Бонкаматы не всегда работают все.', 'stars': 4}","{'name': 'Анонимный отзыв', 'icon_href': None, 'date': 1640324831.711, 'text': 'Отвратительное отделение с набором некомпетентных сотрудников во главе с руководителем группы обслуживания юридических лиц Харитоноаой Натальей, совершенно не знают мат. Часть, абсолютно выдуманные тарифы, не в курсе что такое эсроу счёт', 'stars': 1}"
55,"{'name': 'Василий Садырин', 'icon_href': None, 'date': 1635432093.46, 'text': 'Заказал онлайн карту ВТБ хотел стать клиентом, прийдя сегодня забрать карту т. к пришло смс о готовности, сначала отсидел очередь затем после общения с менеджером у меня сложилось впечатление что я пришёл не в банк а в отдел дознания. Вопросы задавались именно так зачем, почему именно к нам, и в итоге карту не получил т. к мои данные отправили на проверку и сколько ждать не знаю. Я думаю что совершил ошибку обратившись в банк ВТБ', 'stars': 1}","{'name': 'Максим Дмитриев', 'icon_href': None, 'date': 1609147971.739, 'text': 'Ужасное обслуживание. Простояли в очереди 45 минут. И это с учетом того, что VIP клиенты. Все медленно и некомфортно. Сотрудников не достаточно, обеденное время в кассе не позволяет провести операции, когда удобно', 'stars': 1}"
56,"{'name': 'Ирина Г.', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/26311/uBKdRUeuUrhPAKVz9Gyd8xDLA-1/islands-68', 'date': 1639489942.45, 'text': 'Худший банк, ходить туда не хочется, постоянно очереди, мама ждала полтора часа, я в другом отделении ждала два, а потом он закрылся потому что наступил вечер. Сказали, что ВИП-клиенты без очереди, но становиться ВИП, чтобы получить хотя бы просто адекватный сервис это сомнительно конечно', 'stars': 2}","{'name': 'Екатерина Коршун', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/47747/uRpnKsiPrU5jT1RJ6XTFjjBo8-1572649554/islands-68', 'date': 1668078820.734, 'text': 'Огромная очередь! Более 30 мин в очереди!!!', 'stars': 1}"
57,"{'name': 'Валерий Ступеньков', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/43473/pcJ2JrlTVHrSJjfK2mNjuJGUiA-1/islands-68', 'date': 1654415793.032, 'text': 'Сам банк не посещал, дошел до банкоматов, а они работают!!! Чудо! Три месяца ходил в кассу вносил деньги на карту, тратил по часу, полтора в очереди и вот, здорово!', 'stars': 5}","{'name': 'Светлана Р.', 'icon_href': None, 'date': 1593075933.778, 'text': 'Очень нравится данный офис. Все сотрудники знают свою работу на отлично. Все возникающие вопросы решаются быстро и качественно', 'stars': 5}"
58,"{'name': 'Анастасия Б.', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/45848/enc-52fbc0b5760905727d5598ebb898d0901848cebe77cf3f70cade62a11a73f873/islands-68', 'date': 1639670304.214, 'text': 'Здравствуйте. Сотрудник (ФИО предоставляю на фото) хамил, грубил, разговаривал на повышенных тонах. Растерялась, поэтому не потребовала жалобную книгу, но в следующий раз если такое повториться, я не просто жалобную книгу потребую, но и пойду дальше к выше поставленным людям, чтобы проверили банк на качество оказания услуг.', 'stars': 1}","{'name': 'Вячеслав С', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/24700/enc-8b7ce38e56b91f37d02a3f766f8737a4b63ccc489e8a6ba55257f36f231a37b5/islands-68', 'date': 1656483817.527, 'text': 'Быстро и чётко. Получил карту за 10мин.', 'stars': 5}"
59,"{'name': 'Марат Батыргалиев', 'icon_href': None, 'date': 1634368623.59, 'text': 'Долго. Ооооооооооочень долго. Пропускают без очереди бабушек, которые не понимают, что от них хотят🤦🤦🤦 вроде Московская область, а по ощущениям какой-то отдаленный колхоз СССР. Сотрудники работать вообще не хотят... Вспомнился мультфильм зверополис....""блиц блиц - скорость без границ"" надеюсь больше не придется посещать данное отделение...', 'stars': 1}","{'name': 'Надежда Карастелина', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/45566/uRfW9gFwVKHxSbjz2DM1hyi0G0-1/islands-68', 'date': 1577626496.703, 'text': 'В магазине нравится. Ассортимент хороший. Полки всегда заполнены. Беру товар по всем категориям. Но напрягает 2й этаж. Людям в возрасте тяжело. И товар приходится носить в руках или в своём пакете, т.к. корзинок к тележкам никогда не бывает.', 'stars': 4}"
60,"{'name': 'Андрей Колесников', 'icon_href': None, 'date': 1639903772.194, 'text': 'Думаю, этот офис нуждается в улучшении. Единственный в городе. Обратился, чтобы снять наличные по потребкредиту, сначала оказалось, что передо мной 12 человек в очереди. Хорошо, что сотрудницы позвонили в кассу и уточнили, что нужной суммы нет в кассе, а то простоял бы просто так в очереди.', 'stars': 3}","{'name': 'Юлия Волкова', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/38436/adZV9mQadntSDodlpxM7fKNk4qg-1/islands-68', 'date': 1643771488.299, 'text': 'Всегда открыт банкоман...приветливый персонал в самом банке', 'stars': 4}"
61,"{'name': 'Lina', 'icon_href': None, 'date': 1658221040.625, 'text': 'Отделение многофункциональное, приятно находиться. Но после посещения банка просто одолевает спам, и звонки аферистов. Явно, что кто то сливает базу.', 'stars': 4}","{'name': 'ольга галич', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/25817/h3NjtDWyPGxO3K3ul5mHjICa0r8-1/islands-68', 'date': 1677417902.425, 'text': 'Всё 👌 отлично', 'stars': 5}"
62,"{'name': 'Алексей Таркин', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/39249/ElC3TUWDnogzwQmQa6CguoP0Uo-1/islands-68', 'date': 1647014596.965, 'text': 'Один из лохотронов. При обращении за кредитом навязывают услугу за услугой, и ставятся условия, направленные только в пользу банка. Не дают возможность закрыть металлические счета.', 'stars': 1}","{'name': 'Akhmed S.', 'icon_href': None, 'date': 1593104819.257, 'text': 'Отличный офис, вежливые и знающие своё дело сотрудники! \nСпасибо за обслуживание. \nВсе вопросы были решены за короткое время.', 'stars': 5}"
63,"{'name': 'Анастасия', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/65952/v5e4k3rTZUAzwiffqmdkK7SHq3Y-1/islands-68', 'date': 1627042725.002, 'text': 'Очень отзывчивые работники, очередь достаточно быстро двигается. «НО» программа для бизнеса это 7 кругов ада🤦\u200d♀️, пока пройдёшь все этапы можно свихнутся!', 'stars': 4}","{'name': 'Гурген Мелконян', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/56823/vUly8TDaWwDxU7glw8bNIVbhpK8-1/islands-68', 'date': 1630206289.089, 'text': 'Как ни приду, очень большие очереди. Не советую сюда обращаться, если вам нужно что-то срочно в банке.', 'stars': 2}"
64,"{'name': 'Станислав Сорокин', 'icon_href': None, 'date': 1662188358.983, 'text': 'Очень долгое ожидание и не квалифицированный персонал, пришлось 3 раза приходить чтобы закрыть счета', 'stars': 1}","{'name': 'Андрей Леденев', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/51381/foeYqoKQq6hOYjIsQTxodoMScgg-1/islands-68', 'date': 1643727889.114, 'text': 'Хорошо,втб на высоте,обслуживание хорошее', 'stars': 5}"
65,"{'name': 'Алексей Зыков', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/63032/uiaqx9uNmubnM2Jtrl4vdrnCew-1/islands-68', 'date': 1605851671.25, 'text': 'Великолепное обслуживание! Особенно отдельная благодарность Анне Сергеевной Куприяхиной, отзывчивый, грамотный специалист, всегда поможет и не оставить в стороне!', 'stars': 5}","{'name': 'Андрей С.', 'icon_href': None, 'date': 1593066461.915, 'text': 'Отличное отделение, очереди вообще не было и метро рядом. Быстро проконсультировался и пошел. Все отлично', 'stars': 5}"
66,"{'name': 'Наталья', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/25817/E2ZYTpUBZ2XTWTu6kvJ6VmF1Sc-1569725640/islands-68', 'date': 1661592581.138, 'text': 'Для меня удобно расположен банкомат. Внутри не была', 'stars': 5}","{'name': 'Владимир Коваленко', 'icon_href': None, 'date': 1662470781.672, 'text': 'Очень доброе обслуживание', 'stars': 1}"
67,"{'name': 'Елена', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/65952/m3TYyovN6mR28yQZY0E5ksxsTY-1/islands-68', 'date': 1636549057.767, 'text': 'Самый медленный офис,одного клиента обслуживают по часу.Из 6 сотрудников работает только одна.Остальные кучкуются и весело что то обсуждают.Все кроме работы,очередь большая,ужасный офис.', 'stars': 1}","{'name': 'Людмила Манилич', 'icon_href': None, 'date': 1668327519.991, 'text': 'Очень маленький офис', 'stars': 4}"
68,"{'name': 'Наталья П.', 'icon_href': None, 'date': 1692711391.913, 'text': 'Быстро и чётко', 'stars': 3}","{'name': 'Оксана К.', 'icon_href': None, 'date': 1571479062.793, 'text': 'Хорошее отделение с квалифицированным персоналом. Особо хочу отметить руководителей отделения, поблагодарить Инашвили Д. Д. за помощь в разрешении наших затруднений. Один только минус - вечные очереди.', 'stars': 5}"
69,"{'name': 'DЕНТРО ноледж', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/27232/m4cCn4iCe2zTI1wFzaBFFs7o5o-1/islands-68', 'date': 1677941838.234, 'text': 'Очень долгое ожидание при небольшом количестве людей', 'stars': 3}","{'name': 'Анастасия Иванова', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/64336/iB7IofHniBUFAquowOfJvDbg9k-1/islands-68', 'date': 1645363867.439, 'text': 'Персонал вежливый, но банкоматы вечно не работают...', 'stars': 3}"
70,"{'name': 'Анна Конькова', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/47747/YHGgxLtzDMem86TdAhakD4VnBo-1/islands-68', 'date': 1642271788.824, 'text': 'Очень маленькое помещение. Нет туалета для поситителей. Всего три банкомата на маленькой площади. Все стоят впритык и постоянные очереди.', 'stars': 3}","{'name': 'Lena Volkova', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/33202/enc-d9c0af9895bcb90bdb32c82303d727c76af5b6da44a13fc6e30a5e652f847a67/islands-68', 'date': 1643983939.045, 'text': 'Банкоматы работают 24/7. С вопросами помогают.', 'stars': 5}"
71,"{'name': 'Anna Smirnova', 'icon_href': None, 'date': 1660240407.828, 'text': 'Хороший банк. Вежливый персонал. Время ожидания быстрое', 'stars': 5}","{'name': 'Ислам Т.', 'icon_href': None, 'date': 1593071630.213, 'text': 'Банк ВТБ как всегда радует. Не смотря на то, что обслуживание физических лиц временно преостановленно, сотрудники помогли решить все мои вопросы.', 'stars': 5}"
72,"{'name': 'Майя Виноградова', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/64336/s5ufUCjY5QRe6lFYqAsr3ckeE-1/islands-68', 'date': 1663128843.046, 'text': 'Хорошее обслуживание. Минус -маленькое помещение и банкоматы неудобно стоят', 'stars': 4}","{'name': 'Нина', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/58107/qWiI0m9WMY6ACCXByVWVDhcACY-1/islands-68', 'date': 1582983834.633, 'text': 'Банк удобно расположен рядом с метро Академическая,раньше это было отделение банка Москвы\nСпециалисты грамотные,вежливые,но всегда много народа.', 'stars': 5}"
73,"{'name': 'Александр Морозкин', 'icon_href': None, 'date': 1631330832.646, 'text': 'Персонал невесел, но по делу все хорошо.\nПрофессионально проконсультировали\nМрачновато.', 'stars': 5}","{'name': 'ЦДЮТЭ Ч.', 'icon_href': None, 'date': 1601185457.82, 'text': 'Все б хорошо,только при выдаче зарплатной карты не смогли сразу активировать и подсунули договор на втб мобайл симкарту, хоть и отказывалась', 'stars': 2}"
74,"{'name': 'Мария Фатахова', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/59871/zLh2ngky3IJp1wllxkC6bFWeknk-1/islands-68', 'date': 1673862432.789, 'text': 'Очень медленно работают сотрудники, в очереди 40 минут прождала', 'stars': 3}","{'name': 'Максим Харисов', 'icon_href': None, 'date': 1635659176.122, 'text': 'Чисто. Уютно. Редко бывают очереди.', 'stars': 5}"
75,"{'name': 'Надежда Шамаева', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/47747/BQqmP2GfljL6W96tcTEJsqQ-1/islands-68', 'date': 1667464407.407, 'text': 'Нормальный банк, вежливое и корректное обслуживание', 'stars': 5}","{'name': 'Артем К.', 'icon_href': None, 'date': 1584097512.364, 'text': 'Это помойка, а не банк. Здесь нельзя провести меньше часа в очереди. Получал здесь наследство-в отличии от других банков здесь развели жуткую бюрократию и процесс растянулся на 2 недели.', 'stars': 2}"
76,"{'name': 'Andrio Miller', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/26057/7a9z1X4HZR7wP4rlJWNl1iPB7k-1569554205/islands-68', 'date': 1638657966.628, 'text': 'Захотел взять в этом банке кредитную карту. Сайт не смог найти мой адрес, позвонил по телефону. Шок, ч сеня спросили все что можно, нужна справка, фио родственников и ещё миллион вопросов, прервалась связь, сам перезвонил хотел начать с того где остановились в оформлении, итоге все заново. На пол пути плюнул и ркшил прерывать оформление, так как на кредитную карту справку 2ндфл, кучу данных и так далее, мне показалось через чур. Позвонил в другие банки и оформиликарты за минуту. Это моё первое знакомство с ВТБ, я удивлён. Банк заморачивает себя и людей. Не рекомендую пользоваться продуктами ВТБ, в частности кредитные карты. Очень недовлен, больше обращаться в втб не планирую никогда.', 'stars': 1}","{'name': 'Gleb', 'icon_href': 'https://avatars.mds.yandex.net/get-yapic/62162/3aUVAkasAUo2coQceteLbZWJI-1/islands-68', 'date': 1629237965.241, 'text': 'Быстро вернули карту, захваченную банкоматов. Молодцы!', 'stars': 5}"
77,"{'name': 'Ирина Афанасьева', 'icon_href': None, 'date': 1674904300.127, 'text': 'Время ожидания очень долго сотрудники обслуживают', 'stars': 3}","{'name': 'Максим хлестоа', 'icon_href': None, 'date': 1635767407.921, 'text': 'Очень профессионально относятся к клиенту.', 'stars': 5}"
